query,stock_name,stock_code,pass_count,error,created_at
한국항공우주,한국항공우주,47810.0,8,,2025-05-06 07:27:49
한국항공우주,한국항공우주,47810.0,8,,2025-05-06 07:27:50
한국콜마,한국콜마,161890.0,7,,2025-05-06 07:32:39
한국콜마,한국콜마,161890.0,7,,2025-05-06 07:32:41
한성크린텍,한성크린텍,66980.0,0,,2025-05-06 07:32:49
펌텍코리아,펌텍코리아,251970.0,8,,2025-05-06 07:32:57
삼성전자,삼성전자,5930.0,0,,2025-05-06 07:33:05
알테오젠,알테오젠,196170.0,6,,2025-05-06 07:33:20
펌텍코리아,펌텍코리아,251970.0,8,,2025-05-06 07:33:51
SK하이닉스,SK하이닉스,660.0,2,,2025-05-06 07:34:02
미코,미코,59090.0,4,,2025-05-06 07:37:57
naver,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-06 07:41:27
NAVER,NAVER,35420.0,5,,2025-05-06 07:41:33
NAVER,NAVER,35420.0,5,,2025-05-06 07:41:34
카카오,카카오,35720.0,3,,2025-05-06 07:45:36
카카오,카카오,35720.0,3,,2025-05-06 07:45:37
삼성전자,삼성전자,5930.0,0,,2025-05-06 07:58:54
오리온,오리온,271560.0,8,,2025-05-06 07:59:11
카카오,카카오,35720.0,3,,2025-05-06 08:01:35
삼성전자,삼성전자,5930.0,0,,2025-05-06 08:01:46
피앤에스미캐닉스,,,0,RS 데이터가 없습니다.,2025-05-06 08:01:50
빙그레,빙그레,5180.0,6,,2025-05-06 08:01:59
피앤에스미캐닉스,,,0,RS 데이터가 없습니다.,2025-05-06 08:02:00
삼성전저,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-06 08:02:08
레이,레이,228670.0,3,,2025-05-06 08:02:09
460940,,,0,RS 데이터가 없습니다.,2025-05-06 08:02:51
삼성전자,삼성전자,5930.0,0,,2025-05-06 08:03:17
피앤에스미캐닉스,,,0,RS 데이터가 없습니다.,2025-05-06 08:03:38
에코프로,에코프로,86520.0,0,,2025-05-06 08:05:29
에코프로비엠,에코프로비엠,247540.0,0,,2025-05-06 08:05:41
올릭스,올릭스,226950.0,8,,2025-05-06 08:21:39
올릭스,올릭스,226950.0,8,,2025-05-06 08:21:40
와이제이링크,,,0,RS 데이터가 없습니다.,2025-05-06 08:22:13
와이제이링크,,,0,RS 데이터가 없습니다.,2025-05-06 08:22:24
형지I&C,형지I&C,11080.0,8,,2025-05-06 08:22:38
현대차,현대차,5380.0,0,,2025-05-06 08:25:54
현대힘스,현대힘스,460930.0,8,,2025-05-06 08:26:07
한화오션,한화오션,42660.0,8,,2025-05-06 08:26:31
한화솔루션,한화솔루션,9830.0,6,,2025-05-06 08:26:33
지엔씨에너지,지엔씨에너지,119850.0,8,,2025-05-06 08:27:00
한화에어로스페이스,한화에어로스페이스,12450.0,8,,2025-05-06 08:27:34
현대로템,현대로템,64350.0,8,,2025-05-06 08:28:09
삼성전자,삼성전자,5930.0,0,,2025-05-06 08:28:36
서흥,서흥,8490.0,0,,2025-05-06 08:29:21
서흥,서흥,8490.0,0,,2025-05-06 08:29:22
서흥,서흥,8490.0,0,,2025-05-06 08:29:23
매일유업,매일유업,267980.0,3,,2025-05-06 08:29:40
네이버,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-06 08:30:08
네이버,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-06 08:30:14
naver,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-06 08:30:22
NAVER,NAVER,35420.0,5,,2025-05-06 08:30:28
올릭스,올릭스,226950.0,8,,2025-05-06 08:32:06
올릭스,올릭스,226950.0,8,,2025-05-06 08:32:07
올릭스,올릭스,226950.0,8,,2025-05-06 08:32:07
SK하이닉스,SK하이닉스,660.0,2,,2025-05-06 08:33:14
HD현대중공업,HD현대중공업,329180.0,8,,2025-05-06 08:33:27
리노공업,리노공업,58470.0,1,,2025-05-06 08:34:06
크래프톤,크래프톤,259960.0,8,,2025-05-06 08:34:43
팔란티어테크,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-06 08:35:23
케이알엠,케이알엠,93640.0,0,,2025-05-06 08:35:38
현대차,현대차,5380.0,0,,2025-05-06 08:35:56
하이브,하이브,352820.0,8,,2025-05-06 08:36:39
하이브,하이브,352820.0,8,,2025-05-06 08:36:40
하이브,하이브,352820.0,8,,2025-05-06 08:36:42
한화오션,한화오션,42660.0,8,,2025-05-06 08:36:55
올릭스,올릭스,226950.0,8,,2025-05-06 08:40:02
동아에스티,동아에스티,170900.0,1,,2025-05-06 08:43:11
동아에스티,동아에스티,170900.0,1,,2025-05-06 08:43:12
동아에스티,동아에스티,170900.0,1,,2025-05-06 08:43:14
알리코제약,알리코제약,260660.0,3,,2025-05-06 08:43:35
알리코제약,알리코제약,260660.0,3,,2025-05-06 08:43:36
올릭스,올릭스,226950.0,8,,2025-05-06 08:43:42
클래시스,클래시스,214150.0,8,,2025-05-06 08:43:54
한화시스템,한화시스템,272210.0,8,,2025-05-06 08:44:05
한화시스템,한화시스템,272210.0,8,,2025-05-06 08:44:06
HMM,HMM,11200.0,5,,2025-05-06 08:44:07
노머스,,,0,RS 데이터가 없습니다.,2025-05-06 08:44:18
노머스,,,0,RS 데이터가 없습니다.,2025-05-06 08:44:19
디어유,디어유,376300.0,8,,2025-05-06 08:44:30
삼립식품,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-06 08:46:08
SPC삼립,SPC삼립,5610.0,7,,2025-05-06 08:46:16
SPC삼립,SPC삼립,5610.0,7,,2025-05-06 08:46:17
휴스틸,휴스틸,5010.0,6,,2025-05-06 08:46:53
삼성전자,삼성전자,5930.0,0,,2025-05-06 08:47:18
기아,기아,270.0,0,,2025-05-06 08:48:03
삼양식품,삼양식품,3230.0,8,,2025-05-06 08:48:38
삼양식품,삼양식품,3230.0,8,,2025-05-06 08:48:39
현대로템,현대로템,64350.0,8,,2025-05-06 08:49:15
현대로템,현대로템,64350.0,8,,2025-05-06 08:51:01
상지건설,상지건설,42940.0,6,,2025-05-06 08:51:06
상지건설,상지건설,42940.0,6,,2025-05-06 08:51:07
상지건설,상지건설,42940.0,6,,2025-05-06 08:51:09
현대건설,현대건설,720.0,7,,2025-05-06 08:51:22
올릭스,올릭스,226950.0,8,,2025-05-06 08:59:53
올릭스,올릭스,226950.0,8,,2025-05-06 08:59:54
올릭스,올릭스,226950.0,8,,2025-05-06 08:59:56
현대차,현대차,5380.0,0,,2025-05-06 09:03:18
에스바이오메딕스,에스바이오메딕스,304360.0,1,,2025-05-06 09:05:06
올릭스,올릭스,226950.0,8,,2025-05-06 09:12:08
오스코텍,오스코텍,39200.0,1,,2025-05-06 09:18:08
오스코텍,오스코텍,39200.0,1,,2025-05-06 09:18:10
대한제당,대한제당,1790.0,7,,2025-05-06 09:19:37
뷰티스킨,뷰티스킨,406820.0,3,,2025-05-06 09:20:09
뷰티스킨,뷰티스킨,406820.0,3,,2025-05-06 09:20:19
글로벌텍스프리,글로벌텍스프리,204620.0,8,,2025-05-06 09:20:46
두산에너빌리티,두산에너빌리티,34020.0,8,,2025-05-06 09:32:33
알테오젠,알테오젠,196170.0,6,,2025-05-06 09:33:42
펌텍코리아,펌텍코리아,251970.0,8,,2025-05-06 09:33:59
펌텍코리아,펌텍코리아,251970.0,8,,2025-05-06 09:34:00
HJ중공업,HJ중공업,97230.0,8,,2025-05-06 09:34:14
메카로,메카로,241770.0,8,,2025-05-06 09:34:16
와이지엔터테인먼트,와이지엔터테인먼트,122870.0,8,,2025-05-06 09:34:34
롯데웰푸드,롯데웰푸드,280360.0,2,,2025-05-06 09:34:57
한화에어로스페이스,한화에어로스페이스,12450.0,8,,2025-05-06 09:49:34
한화에어로스페이스,한화에어로스페이스,12450.0,8,,2025-05-06 09:49:35
삼성전자,삼성전자,5930.0,0,,2025-05-06 09:49:57
삼성전자,삼성전자,5930.0,0,,2025-05-06 09:57:10
에이피알,에이피알,278470.0,7,,2025-05-06 10:07:37
에이피알,에이피알,278470.0,7,,2025-05-06 10:07:38
RFHIC,RFHIC,218410.0,6,,2025-05-06 10:13:50
쏠리드,쏠리드,50890.0,8,,2025-05-06 10:15:21
한국항공우주,한국항공우주,47810.0,8,,2025-05-06 10:39:54
지엔씨에너지,지엔씨에너지,119850.0,8,,2025-05-06 10:41:23
디앤디파마텍,,,0,RS 데이터가 없습니다.,2025-05-06 10:41:38
디앤디파마텍,,,0,RS 데이터가 없습니다.,2025-05-06 10:41:40
에이비엘바이오,에이비엘바이오,298380.0,8,,2025-05-06 10:41:51
애니플러스,애니플러스,310200.0,7,,2025-05-06 10:45:07
한화시스템,한화시스템,272210.0,8,,2025-05-06 10:45:23
블루엠텍,블루엠텍,439580.0,5,,2025-05-06 10:45:40
현대로템,현대로템,64350.0,8,,2025-05-06 10:46:34
한화에어로스페이스,한화에어로스페이스,12450.0,8,,2025-05-06 10:46:47
하나30호스팩,하나30호스팩,469880.0,2,,2025-05-06 10:50:17
올릭스,올릭스,226950.0,8,,2025-05-06 10:54:26
지엔씨에너지,지엔씨에너지,119850.0,8,,2025-05-06 10:59:30
지엔씨에너지,지엔씨에너지,119850.0,8,,2025-05-06 10:59:32
지엔씨에너지,지엔씨에너지,119850.0,8,,2025-05-06 10:59:33
신성에너지,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-06 11:00:40
신성이엔지,신성이엔지,11930.0,2,,2025-05-06 11:00:43
SBS,SBS,34120.0,7,,2025-05-06 11:00:48
SBS,SBS,34120.0,7,,2025-05-06 11:00:49
동성화인텍,동성화인텍,33500.0,8,,2025-05-06 11:00:59
동성화인텍,동성화인텍,33500.0,8,,2025-05-06 11:01:01
동성화인텍,동성화인텍,33500.0,8,,2025-05-06 11:01:02
제닉,제닉,123330.0,8,,2025-05-06 11:01:06
LS ELECTRIC,LS ELECTRIC,10120.0,5,,2025-05-06 11:01:19
hd한국조선해야ㅕㅇ,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-06 11:02:29
현대그린푸드,현대그린푸드,453340.0,8,,2025-05-06 11:03:30
대한항공,대한항공,3490.0,2,,2025-05-06 11:03:42
한화오션,한화오션,42660.0,8,,2025-05-06 11:04:25
한화오션,한화오션,42660.0,8,,2025-05-06 11:04:27
삼성전자,삼성전자,5930.0,0,,2025-05-06 11:04:34
롯데정밀화학,롯데정밀화학,4000.0,0,,2025-05-06 11:04:41
롯데정밀화학,롯데정밀화학,4000.0,0,,2025-05-06 11:04:42
롯데정밀화학,롯데정밀화학,4000.0,0,,2025-05-06 11:04:43
신영증권,신영증권,1720.0,8,,2025-05-06 11:04:49
신영증권,신영증권,1720.0,8,,2025-05-06 11:04:50
테크윙,테크윙,89030.0,0,,2025-05-06 11:10:28
테크윙,테크윙,89030.0,0,,2025-05-06 11:10:29
SNT다이내믹스,SNT다이내믹스,3570.0,8,,2025-05-06 11:10:42
LS,LS,6260.0,5,,2025-05-06 11:10:52
신영증권,신영증권,1720.0,8,,2025-05-06 11:11:32
카페24,카페24,42000.0,8,,2025-05-06 11:11:37
한화오션,한화오션,42660.0,8,,2025-05-06 11:12:46
에코마케팅,에코마케팅,230360.0,0,,2025-05-06 11:13:23
에코마케팅,에코마케팅,230360.0,0,,2025-05-06 11:13:27
올릭스,올릭스,226950.0,8,,2025-05-06 11:16:45
인화정공,인화정공,101930.0,8,,2025-05-06 11:20:32
인화정공,인화정공,101930.0,8,,2025-05-06 11:20:32
인화정공,인화정공,101930.0,8,,2025-05-06 11:20:33
HD현대마린솔루션,,,0,RS 데이터가 없습니다.,2025-05-06 11:22:50
HD현대마린솔루션,,,0,RS 데이터가 없습니다.,2025-05-06 11:22:59
HDC,HDC,12630.0,8,,2025-05-06 11:23:09
시공테크,시공테크,20710.0,8,,2025-05-06 11:25:20
119850,지엔씨에너지,119850.0,8,,2025-05-06 11:28:36
에이피알,에이피알,278470.0,7,,2025-05-06 11:30:44
에이피알,에이피알,278470.0,7,,2025-05-06 11:30:45
에이피알,에이피알,278470.0,7,,2025-05-06 11:30:47
카페24,카페24,42000.0,8,,2025-05-06 11:31:40
카페24,카페24,42000.0,8,,2025-05-06 11:31:41
에스엠씨지,,,0,RS 데이터가 없습니다.,2025-05-06 11:32:12
클래시스,클래시스,214150.0,8,,2025-05-06 11:32:21
클래시스,클래시스,214150.0,8,,2025-05-06 11:32:22
노머스,,,0,RS 데이터가 없습니다.,2025-05-06 11:32:30
노머스,,,0,RS 데이터가 없습니다.,2025-05-06 11:32:31
원텍,원텍,336570.0,5,,2025-05-06 11:32:51
한국콜마,한국콜마,161890.0,7,,2025-05-06 11:33:01
SAMG엔터,SAMG엔터,419530.0,8,,2025-05-06 11:33:13
효성중공업,효성중공업,298040.0,8,,2025-05-06 11:37:08
CJ,CJ,1040.0,6,,2025-05-06 11:58:29
CJ,CJ,1040.0,6,,2025-05-06 11:58:30
유니드,유니드,14830.0,5,,2025-05-06 11:58:41
삼성전자,삼성전자,5930.0,0,,2025-05-06 12:14:52
HJ중공업,HJ중공업,97230.0,8,,2025-05-06 12:20:42
스피어,스피어,347700.0,8,,2025-05-06 12:33:36
LIG넥스원,LIG넥스원,79550.0,8,,2025-05-06 12:34:41
스피어,스피어,347700.0,8,,2025-05-06 12:41:45
제이에스링크,제이에스링크,127120.0,8,,2025-05-06 12:42:46
포바이포,포바이포,389140.0,7,,2025-05-06 12:42:54
SAMG엔터,SAMG엔터,419530.0,8,,2025-05-06 12:43:01
올릭스,올릭스,226950.0,8,,2025-05-06 12:43:15
005930,삼성전자,5930.0,0,,2025-05-06 12:46:40
한국항공우주,한국항공우주,47810.0,8,,2025-05-06 12:52:06
SK하이닉스,SK하이닉스,660.0,2,,2025-05-06 13:11:23
SK하이닉스,SK하이닉스,660.0,2,,2025-05-06 13:11:24
한화오션,한화오션,42660.0,8,,2025-05-06 13:12:18
한화오션,한화오션,42660.0,8,,2025-05-06 13:12:19
현대로템,현대로템,64350.0,8,,2025-05-06 13:33:29
005930,삼성전자,5930.0,0,,2025-05-06 13:38:24
아이센스,아이센스,99190.0,1,,2025-05-06 13:38:38
올릭스,올릭스,226950.0,8,,2025-05-06 13:38:52
에코플라스틱,에코플라스틱,38110.0,2,,2025-05-06 13:41:16
디앤디파마텍,,,0,RS 데이터가 없습니다.,2025-05-06 13:56:43
삼성전자,삼성전자,5930.0,0,,2025-05-06 14:03:34
제이에스링크,제이에스링크,127120.0,8,,2025-05-06 14:06:42
코난테크놀로지,코난테크놀로지,402030.0,8,,2025-05-06 14:10:25
롯데웰푸드,롯데웰푸드,280360.0,2,,2025-05-06 14:15:01
롯데웰푸드,롯데웰푸드,280360.0,2,,2025-05-06 14:15:04
토마토시스템,토마토시스템,393210.0,5,,2025-05-06 14:15:08
유일로보틱스,유일로보틱스,388720.0,8,,2025-05-06 14:19:25
전진건설로봇,,,0,RS 데이터가 없습니다.,2025-05-06 14:21:18
대동기어,대동기어,8830.0,7,,2025-05-06 14:22:24
브이엠,브이엠,89970.0,5,,2025-05-06 14:23:50
유니드,유니드,14830.0,5,,2025-05-06 14:28:46
티앤엘,티앤엘,340570.0,6,,2025-05-06 14:29:05
에이피알,에이피알,278470.0,7,,2025-05-06 14:29:28
한화엔진,한화엔진,82740.0,8,,2025-05-06 14:30:14
HD현대미포,HD현대미포,10620.0,8,,2025-05-06 14:30:31
삼성전자,삼성전자,5930.0,0,,2025-05-06 16:46:10
삼성전자,삼성전자,5930.0,0,,2025-05-06 16:46:11
남광토건,남광토건,1260.0,8,,2025-05-06 16:46:54
모트렉스,모트렉스,118990.0,0,,2025-05-06 16:47:52
모트렉스,모트렉스,118990.0,0,,2025-05-06 16:47:53
지더블유바이텍,지더블유바이텍,36180.0,2,,2025-05-06 16:48:17
유니온바이오메트릭스,유니온바이오메트릭스,203450.0,6,,2025-05-06 16:48:24
DS단석,DS단석,17860.0,1,,2025-05-06 17:23:36
현대로템,현대로템,64350.0,8,,2025-05-06 21:56:52
성광벤드,성광벤드,14620.0,8,,2025-05-06 21:59:12
성광벤드,성광벤드,14620.0,8,,2025-05-06 21:59:13
카페24,카페24,42000.0,8,,2025-05-06 21:59:41
한화비전,,,0,RS 데이터가 없습니다.,2025-05-06 22:00:01
이수페타시스,이수페타시스,7660.0,4,,2025-05-06 22:05:55
현대로템,현대로템,64350.0,8,,2025-05-06 22:14:56
SNT다이내믹스,SNT다이내믹스,3570.0,8,,2025-05-06 22:15:29
에브리봇,에브리봇,270660.0,0,,2025-05-06 22:16:07
알테오젠,알테오젠,196170.0,6,,2025-05-06 22:18:45
288330,브릿지바이오테라퓨틱스,288330.0,3,,2025-05-06 22:20:00
두산에너빌리티,두산에너빌리티,34020.0,8,,2025-05-06 22:20:04
레인보우로보틱스,레인보우로보틱스,277810.0,6,,2025-05-06 22:20:23
한화에어로스페이스,한화에어로스페이스,12450.0,8,,2025-05-06 22:20:32
고영,고영,98460.0,5,,2025-05-06 22:21:43
에스엠,에스엠,41510.0,8,,2025-05-06 22:22:35
효성중공업,효성중공업,298040.0,8,,2025-05-06 22:22:54
대한제당,대한제당,1790.0,7,,2025-05-06 22:22:56
JYP Ent.,JYP Ent.,35900.0,8,,2025-05-06 22:23:42
LS,LS,6260.0,5,,2025-05-06 22:23:51
LS,LS,6260.0,5,,2025-05-06 22:23:52
덴티움,덴티움,145720.0,2,,2025-05-06 22:23:55
덴티움,덴티움,145720.0,2,,2025-05-06 22:23:56
덴티움,덴티움,145720.0,2,,2025-05-06 22:23:58
현대로템,현대로템,64350.0,8,,2025-05-06 22:24:06
에코앤드림,에코앤드림,101360.0,0,,2025-05-06 22:24:11
LS ELECTRIC,LS ELECTRIC,10120.0,5,,2025-05-06 22:24:16
한화오션,한화오션,42660.0,8,,2025-05-06 22:24:42
SK하이닉스,SK하이닉스,660.0,2,,2025-05-06 22:25:00
SK하이닉스,SK하이닉스,660.0,2,,2025-05-06 22:25:02
아스플로,아스플로,159010.0,0,,2025-05-06 22:25:25
한화비전,,,0,RS 데이터가 없습니다.,2025-05-06 22:27:31
한화비젼,한화,880.0,8,,2025-05-06 22:27:41
한화오션,한화오션,42660.0,8,,2025-05-06 22:27:56
한화비전,,,0,RS 데이터가 없습니다.,2025-05-06 22:28:07
알테오젠,알테오젠,196170.0,6,,2025-05-06 22:28:31
조일알미늄,조일알미늄,18470.0,3,,2025-05-06 22:29:27
LIG넥스원,LIG넥스원,79550.0,8,,2025-05-06 22:33:19
LIG넥스원,LIG넥스원,79550.0,8,,2025-05-06 22:33:20
동방메디컬,,,0,RS 데이터가 없습니다.,2025-05-06 22:33:32
동방메디컬,,,0,RS 데이터가 없습니다.,2025-05-06 22:33:42
동방메디컬,,,0,RS 데이터가 없습니다.,2025-05-06 22:33:52
동광메디컬,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-06 22:34:04
동방메디컬,,,0,RS 데이터가 없습니다.,2025-05-06 22:34:33
동방메디컬,,,0,RS 데이터가 없습니다.,2025-05-06 22:34:54
동방메디컬,,,0,RS 데이터가 없습니다.,2025-05-06 22:35:09
알테오젠,알테오젠,196170.0,6,,2025-05-06 22:35:28
동방메디컬,,,0,RS 데이터가 없습니다.,2025-05-06 22:36:06
동방메디컬,,,0,RS 데이터가 없습니다.,2025-05-06 22:36:26
펩트론,펩트론,87010.0,8,,2025-05-06 22:36:41
한국항공우주,한국항공우주,47810.0,8,,2025-05-06 22:37:11
애경케미칼,애경케미칼,161000.0,5,,2025-05-06 22:42:04
애경케미칼,애경케미칼,161000.0,5,,2025-05-06 22:42:05
두산에너빌리티,두산에너빌리티,34020.0,8,,2025-05-06 22:42:44
경동나비엔,경동나비엔,9450.0,5,,2025-05-06 22:43:15
LS ELECTRIC,LS ELECTRIC,10120.0,5,,2025-05-06 22:43:39
루닛,루닛,328130.0,3,,2025-05-06 22:44:07
아모레퍼시픽,아모레퍼시픽,90430.0,2,,2025-05-06 22:44:21
한화솔루션,한화솔루션,9830.0,6,,2025-05-06 22:58:57
한화오션,한화오션,42660.0,8,,2025-05-06 22:59:05
두산에너빌리티,두산에너빌리티,34020.0,8,,2025-05-06 23:03:23
두산에너빌리티,두산에너빌리티,34020.0,8,,2025-05-06 23:03:24
비에이치아이,비에이치아이,83650.0,8,,2025-05-06 23:03:39
셀트리온,셀트리온,68270.0,1,,2025-05-06 23:07:13
엔피디,엔피디,198080.0,0,,2025-05-06 23:08:00
펄어비스,펄어비스,263750.0,3,,2025-05-06 23:08:07
펄어비스,펄어비스,263750.0,3,,2025-05-06 23:08:08
펄어비스,펄어비스,263750.0,3,,2025-05-06 23:08:09
엔피,엔피,291230.0,0,,2025-05-06 23:08:09
펄어비스,펄어비스,263750.0,3,,2025-05-06 23:08:10
데브시스터즈,데브시스터즈,194480.0,5,,2025-05-06 23:09:13
데브시스터즈,데브시스터즈,194480.0,5,,2025-05-06 23:09:14
우리기술,우리기술,32820.0,3,,2025-05-06 23:10:43
이수페타시스,이수페타시스,7660.0,4,,2025-05-06 23:16:02
한화솔루션,한화솔루션,9830.0,6,,2025-05-06 23:16:29
풀무원,풀무원,17810.0,5,,2025-05-06 23:17:13
현대로템,현대로템,64350.0,8,,2025-05-06 23:17:40
005960,동부건설,5960.0,3,,2025-05-06 23:22:37
코나아이,코나아이,52400.0,8,,2025-05-06 23:27:32
루멘스,루멘스,38060.0,0,,2025-05-06 23:28:03
루멘스,루멘스,38060.0,0,,2025-05-06 23:28:04
삼성전자,삼성전자,5930.0,0,,2025-05-06 23:28:53
고영,고영,98460.0,5,,2025-05-06 23:29:11
고영,고영,98460.0,5,,2025-05-06 23:29:12
마니커에프앤지,마니커에프앤지,195500.0,6,,2025-05-06 23:40:37
올릭스,올릭스,226950.0,8,,2025-05-06 23:40:54
올릭스,올릭스,226950.0,8,,2025-05-06 23:40:56
올릭스,올릭스,226950.0,8,,2025-05-06 23:40:57
올릭스,올릭스,226950.0,8,,2025-05-06 23:40:59
카페24,카페24,42000.0,8,,2025-05-06 23:43:09
한화오션,한화오션,42660.0,8,,2025-05-06 23:43:44
삼성전자,삼성전자,5930.0,0,,2025-05-06 23:48:27
삼성전자,삼성전자,5930.0,0,,2025-05-06 23:48:29
서울옥션,서울옥션,63170.0,3,,2025-05-07 00:03:05
서울옥션,서울옥션,63170.0,3,,2025-05-07 00:03:06
디앤디파마텍,,,0,RS 데이터가 없습니다.,2025-05-07 00:08:04
한화에어로스페이스,한화에어로스페이스,12450.0,8,,2025-05-07 00:11:30
지투파워,지투파워,388050.0,4,,2025-05-07 00:12:59
지투파워,지투파워,388050.0,4,,2025-05-07 00:13:00
한국항공우주,한국항공우주,47810.0,8,,2025-05-07 00:13:29
올릭스,올릭스,226950.0,8,,2025-05-07 00:14:20
올릭스,올릭스,226950.0,8,,2025-05-07 00:14:22
HJ중공업,HJ중공업,97230.0,8,,2025-05-07 00:23:41
에이텍모빌리티,에이텍모빌리티,224110.0,4,,2025-05-07 00:27:20
두산에너빌리티,두산에너빌리티,34020.0,8,,2025-05-07 00:27:28
두산에너빌리티,두산에너빌리티,34020.0,8,,2025-05-07 00:27:29
SAMG엔터,SAMG엔터,419530.0,8,,2025-05-07 00:30:14
SAMG엔터,SAMG엔터,419530.0,8,,2025-05-07 00:30:21
코스맥스,코스맥스,192820.0,7,,2025-05-07 00:30:24
삼성전자,삼성전자,5930.0,0,,2025-05-07 00:34:49
삼성전자,삼성전자,5930.0,0,,2025-05-07 00:34:50
글로벌텍스프리,글로벌텍스프리,204620.0,8,,2025-05-07 00:36:26
블루엠텍,블루엠텍,439580.0,5,,2025-05-07 00:52:41
시프트업,,,0,RS 데이터가 없습니다.,2025-05-07 01:13:00
시프트업,,,0,RS 데이터가 없습니다.,2025-05-07 01:13:12
시프트업,,,0,RS 데이터가 없습니다.,2025-05-07 01:13:30
시프트업,,,0,RS 데이터가 없습니다.,2025-05-07 01:13:32
삼성전자,삼성전자,5930.0,0,,2025-05-07 01:13:42
462870,,,0,RS 데이터가 없습니다.,2025-05-07 01:14:01
Tmdx,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-07 01:39:06
리노공업,리노공업,58470.0,1,,2025-05-07 01:39:21
알테오젠,알테오젠,196170.0,6,,2025-05-07 01:42:26
알테오젠,알테오젠,196170.0,6,,2025-05-07 01:42:28
호텔신라,호텔신라,8770.0,2,,2025-05-07 01:54:55
강원랜드,강원랜드,35250.0,3,,2025-05-07 01:55:03
신영증권,신영증권,1720.0,8,,2025-05-07 01:55:17
신영증권,신영증권,1720.0,8,,2025-05-07 01:55:18
지엔씨에너지,지엔씨에너지,119850.0,8,,2025-05-07 02:03:31
Snt에너지,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-07 02:03:49
SNT에너지,SNT에너지,100840.0,8,,2025-05-07 02:03:59
SNT에너지,SNT에너지,100840.0,8,,2025-05-07 02:04:06
한황오션,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-07 02:04:39
한화오션,한화오션,42660.0,8,,2025-05-07 02:04:47
셀트리온,셀트리온,68270.0,1,,2025-05-07 02:06:07
셀트리온,셀트리온,68270.0,1,,2025-05-07 02:10:38
펩트론,펩트론,87010.0,8,,2025-05-07 02:10:57
펩트론,펩트론,87010.0,8,,2025-05-07 02:10:58
에이비엘바이오,에이비엘바이오,298380.0,8,,2025-05-07 02:15:19
에이비엘바이오,에이비엘바이오,298380.0,8,,2025-05-07 02:15:20
아이비김영,아이비김영,339950.0,8,,2025-05-07 02:20:08
아이비김영,아이비김영,339950.0,8,,2025-05-07 02:20:08
글로벌텍스프리,글로벌텍스프리,204620.0,8,,2025-05-07 02:20:22
NICE평가정보,NICE평가정보,30190.0,8,,2025-05-07 02:20:35
NICE평가정보,NICE평가정보,30190.0,8,,2025-05-07 02:20:36
백산,백산,35150.0,4,,2025-05-07 02:20:45
백산,백산,35150.0,4,,2025-05-07 02:20:46
백산,백산,35150.0,4,,2025-05-07 02:20:46
인화정공,인화정공,101930.0,8,,2025-05-07 02:20:59
올릭스,올릭스,226950.0,8,,2025-05-07 02:21:11
올릭스,올릭스,226950.0,8,,2025-05-07 02:21:12
올릭스,올릭스,226950.0,8,,2025-05-07 02:21:14
jyp,,,0,종목을 찾을 수 없습니다. 정확히 입력하거나 자동완성에서 선택해 주세요.,2025-05-07 02:21:20
JYP Ent.,JYP Ent.,35900.0,8,,2025-05-07 02:21:25
JYP Ent.,JYP Ent.,35900.0,8,,2025-05-07 02:21:27
JYP Ent.,JYP Ent.,35900.0,8,,2025-05-07 02:21:28
JYP Ent.,JYP Ent.,35900.0,8,,2025-05-07 02:21:29
JYP Ent.,JYP Ent.,35900.0,8,,2025-05-07 02:21:31
에스피지,에스피지,58610.0,5,,2025-05-07 02:21:40
에스피지,에스피지,58610.0,5,,2025-05-07 02:21:41
에스피지,에스피지,58610.0,5,,2025-05-07 02:21:42
옴니시스템,옴니시스템,57540.0,6,,2025-05-07 02:21:52
한국전력,한국전력,15760.0,8,,2025-05-07 02:54:13
디어유,디어유,376300.0,8,,2025-05-07 02:54:28
메가스터디교육,메가스터디교육,215200.0,5,,2025-05-07 02:54:41
메가스터디교육,메가스터디교육,215200.0,5,,2025-05-07 02:54:42
삼성전자,삼성전자,5930.0,0,,2025-05-07 03:36:45
